Sensor remetente, Estado do Paciente, Enviado às (s), Processado às (s), Diff (s)
Sensor3,ruim,286074,286236,0.162379
Sensor3,ruim,286174,286335,0.161043
Sensor3,ruim,286261,286435,0.17379
Sensor0,medio,286341,286538,0.197121
Sensor1,medio,286447,286538,0.0911865
Sensor3,ruim,286359,286538,0.179483
Sensor3,ruim,286.46,286638,0.17738
Sensor4,ruim,286577,286638,0.0615156
Sensor2,medio,286659,286739,0.0800902
Sensor3,ruim,286569,286739,0.170167
Sensor3,ruim,286668,286836,0.168656
Sensor3,ruim,286776,286938,0.161993
Sensor0,medio,286844,287036,0.192112
Sensor1,medio,286953,287037,0.0832729
Sensor3,ruim,286868,287037,0.169036
Sensor3,ruim,286.97,287136,0.165964
Sensor4,ruim,287071,287136,0.065063
Sensor2,medio,287157,287236,0.0790563
Sensor3,ruim,287065,287236,0.171718
Sensor3,ruim,287165,287337,0.171927
Sensor3,ruim,287269,287435,0.166256
Sensor0,medio,287344,287536,0.192853
Sensor1,medio,287448,287536,0.0887533
Sensor3,ruim,287367,287537,0.169344
Sensor3,ruim,287462,287637,0.17464
Sensor4,ruim,287.57,287637,0.0674995
Sensor2,medio,287657,287736,0.0788516
Sensor3,ruim,287562,287736,0.174838
Sensor3,ruim,287664,287835,0.170946
Sensor3,ruim,287766,287935,0.169603
Sensor0,medio,287841,288036,0.195656
Sensor1,medio,287946,288037,0.0901119
Sensor3,ruim,287859,288037,0.177933
Sensor3,ruim,287.96,288136,0.176206
Sensor4,ruim,288068,288136,0.0675488
Sensor2,medio,288154,288236,0.0821507
Sensor3,ruim,288062,288236,0.174377
Sensor3,ruim,288.16,288335,0.17486
Sensor3,ruim,288.26,288438,0.177439
Sensor0,medio,288341,288538,0.197733
Sensor1,medio,288451,288539,0.0879198
Sensor3,ruim,288359,288539,0.180373
Sensor3,ruim,288.47,288639,0.169425
Sensor4,ruim,288581,288.64,0.0582894
Sensor2,medio,288.66,288739,0.078881
Sensor3,ruim,288573,288739,0.166468
Sensor3,ruim,288669,288835,0.166303
Sensor3,ruim,288.77,288935,0.165593
Sensor0,medio,288842,289041,0.198838
Sensor1,medio,288953,289041,0.0879816
Sensor3,ruim,288865,289041,0.176052
Sensor3,ruim,288967,289137,0.169879
Sensor4,ruim,289.08,289137,0.0572507
Sensor2,medio,289158,289236,0.0778611
Sensor3,ruim,289072,289236,0.163882
Sensor3,medio,289165,289335,0.17069
Sensor0,medio,289342,289538,0.19682
Sensor1,medio,289449,289539,0.0898885
Sensor4,medio,289579,289639,0.0595775
Sensor2,medio,289658,289738,0.0792961
Sensor3,medio,289667,289837,0.169949
Sensor0,medio,289843,290036,0.192433
Sensor1,medio,289.95,290036,0.0854209
Sensor4,ruim,290.07,290136,0.0659238
Sensor2,ruim,290161,290.24,0.078881
Sensor4,medio,290176,290.24,0.0645411
Sensor3,medio,290169,290338,0.168709
Sensor0,medio,290345,290538,0.193738
Sensor1,medio,290449,290539,0.0895149
Sensor2,medio,290657,290738,0.0811542
Sensor4,medio,290.67,290739,0.0688625
Sensor3,medio,290664,290837,0.173198
Sensor0,medio,290844,291036,0.192061
Sensor1,medio,290947,291036,0.0890107
Sensor2,medio,291151,291236,0.0843307
Sensor4,medio,291164,291236,0.0723997
Sensor3,medio,291157,291335,0.177748
Sensor0,medio,291341,291537,0.196373
Sensor1,medio,291448,291538,0.0894254
Sensor2,medio,291659,291738,0.0794768
Sensor4,medio,291675,291739,0.0634747
Sensor3,medio,291667,291836,0.168365
Sensor0,medio,291841,292038,0.19705
Sensor1,medio,291947,292038,0.0916378
Sensor2,medio,292153,292238,0.085302
Sensor4,medio,292167,292239,0.0717137
Sensor3,medio,292159,292335,0.175958
Sensor0,medio,292341,292537,0.196109
Sensor1,medio,292451,292537,0.0861741
Sensor2,medio,292654,292737,0.0838316
Sensor4,medio,292666,292738,0.0718203
Sensor3,medio,292.66,292835,0.175072
Sensor1,medio,292946,293035,0.0895771
Sensor2,medio,293153,293239,0.0863072
Sensor4,medio,293165,293239,0.0741573
Sensor3,medio,293159,293337,0.178891
Sensor0,medio,293343,293538,0.194286
Sensor1,medio,293446,293538,0.0917329
Sensor2,medio,293657,293736,0.0784184
Sensor4,medio,293673,293736,0.0622985
Sensor3,medio,293665,293835,0.170286
Sensor1,medio,293946,294037,0.0911397
Sensor2,medio,294156,294238,0.0823682
Sensor4,medio,294169,294239,0.0697976
Sensor3,medio,294162,294335,0.172787
Sensor0,medio,294342,294539,0.197054
Sensor1,medio,294448,294.54,0.0914344
Sensor2,medio,294658,294736,0.0773395
Sensor4,medio,294673,294736,0.0631414
Sensor3,medio,294665,294837,0.172561
Sensor1,medio,294948,295038,0.0898358
Sensor2,medio,295158,295237,0.0794117
Sensor4,medio,295.17,295237,0.0676647
Sensor3,medio,295164,295338,0.173767
Sensor0,medio,295344,295537,0.193357
Sensor1,medio,295449,295537,0.0885712
Sensor2,medio,295657,295737,0.0805097
Sensor4,medio,295671,295738,0.0674714
Sensor3,medio,295663,295838,0.174738
Sensor1,medio,295949,296039,0.09022
Sensor2,medio,296155,296238,0.0837969
Sensor4,medio,296.17,296239,0.0693482
Sensor3,medio,296162,296335,0.172541
Sensor0,medio,296341,296538,0.197672
Sensor1,medio,296446,296539,0.0932395
Sensor2,medio,296651,296736,0.0845046
Sensor4,medio,296666,296736,0.0703437
Sensor3,medio,296657,296839,0.181427
Sensor1,medio,296948,297035,0.087566
Sensor2,medio,297157,297236,0.0785775
Sensor4,medio,297178,297236,0.0582718
Sensor3,medio,297166,297339,0.173553
Sensor0,medio,297348,297539,0.191335
Sensor1,medio,297.45,297539,0.0893701
Sensor2,medio,297657,297.74,0.0825938
Sensor4,medio,297675,297.74,0.0656589
Sensor3,medio,297664,297837,0.172753
Sensor1,medio,297.95,298037,0.086993
Sensor2,medio,298151,298236,0.0842171
Sensor4,medio,298163,298236,0.072672
Sensor3,medio,298157,298335,0.178158
Sensor0,medio,298342,298537,0.19496
Sensor1,medio,298.45,298537,0.0872358
Sensor2,medio,298658,298737,0.0785613
Sensor4,medio,298673,298737,0.063845
Sensor3,medio,298666,298835,0.169257
Sensor1,medio,298946,299037,0.0919015
Sensor2,medio,299156,299236,0.0805043
Sensor4,medio,299169,299236,0.0670431
Sensor3,medio,299162,299335,0.173226
Sensor0,medio,299342,299536,0.193185
Sensor1,medio,299447,299536,0.088503
Sensor2,medio,299652,299736,0.0841053
Sensor4,medio,299665,299736,0.0711423
Sensor3,medio,299658,299835,0.177496
Sensor2,medio,300153,300236,0.082303
Sensor4,medio,300167,300236,0.0692411
Sensor3,medio,300161,300335,0.174776
Sensor0,medio,300342,300536,0.194164
Sensor1,medio,300449,300536,0.0872723
Sensor2,medio,300651,300736,0.0843826
Sensor4,medio,300663,300736,0.072746
Sensor3,medio,300657,300835,0.177836
Sensor2,medio,301151,301236,0.0843291
Sensor4,medio,301163,301236,0.0725989
Sensor3,medio,301157,301335,0.177732
Sensor0,medio,301341,301536,0.195023
Sensor1,medio,301446,301536,0.0903545
Sensor2,medio,301651,301736,0.0841911
Sensor4,medio,301663,301736,0.072507
Sensor3,medio,301657,301835,0.177731
Sensor2,medio,302151,302236,0.0842429
Sensor4,medio,302163,302236,0.0726235
Sensor3,medio,302157,302335,0.17773
Sensor0,medio,302341,302536,0.195119
Sensor1,medio,302446,302536,0.0902648
Sensor2,medio,302651,302736,0.0842025
Sensor4,medio,302663,302736,0.0725062
Sensor3,medio,302657,302835,0.177674
Sensor2,medio,303151,303236,0.0844087
Sensor4,medio,303163,303236,0.0728651
Sensor3,medio,303157,303335,0.177769
Sensor0,medio,303341,303536,0.195071
Sensor1,medio,303446,303536,0.0903145
Sensor2,medio,303651,303736,0.0844363
Sensor4,medio,303664,303736,0.071924
Sensor3,medio,303657,303835,0.177936
Sensor2,medio,304152,304236,0.0842662
Sensor4,medio,304163,304236,0.0725747
Sensor3,medio,304158,304335,0.177587
Sensor0,medio,304341,304536,0.195026
Sensor1,medio,304446,304536,0.0902559
Sensor2,medio,304651,304736,0.0845791
Sensor4,medio,304663,304736,0.0729704
Sensor3,medio,304657,304835,0.178033
Sensor2,medio,305151,305236,0.0845135
Sensor4,medio,305163,305236,0.072949
Sensor3,medio,305157,305335,0.177998
Sensor0,medio,305341,305536,0.194964
Sensor1,medio,305446,305536,0.0903068
Sensor2,medio,305651,305736,0.0843836
Sensor4,medio,305663,305736,0.0727379
Sensor3,medio,305657,305835,0.177796
Sensor2,medio,306151,306236,0.0843125
Sensor4,medio,306163,306236,0.0727286
Sensor3,ruim,306157,306335,0.177853
Sensor3,ruim,306261,306435,0.174512
Sensor0,medio,306341,306536,0.195721
Sensor1,medio,306447,306537,0.0899604
Sensor3,ruim,306359,306537,0.177981
Sensor3,ruim,306.46,306635,0.175505
Sensor2,medio,306654,306736,0.0828146
Sensor3,ruim,306562,306737,0.174761
Sensor4,ruim,306667,306737,0.0691493
Sensor3,ruim,306.66,306835,0.174974
Sensor3,ruim,306761,306935,0.174239
Sensor3,ruim,306859,307035,0.176046
Sensor3,ruim,306959,307135,0.176201
Sensor2,medio,307153,307236,0.0833727
Sensor3,ruim,307059,307237,0.177693
Sensor4,ruim,307166,307237,0.0709276
Sensor3,ruim,307159,307335,0.175885
Sensor3,ruim,307265,307435,0.169783
Sensor0,medio,307341,307536,0.195767
Sensor1,medio,307446,307537,0.0901571
Sensor3,ruim,307359,307537,0.177975
Sensor3,ruim,307.46,307635,0.175489
Sensor2,medio,307654,307736,0.0829499
Sensor3,ruim,307562,307737,0.174697
Sensor4,ruim,307667,307737,0.0698911
Sensor3,ruim,307.66,307835,0.175309
Sensor3,ruim,307761,307935,0.174054
Sensor3,ruim,307859,308035,0.175697
Sensor3,ruim,307959,308135,0.17597
Sensor2,medio,308153,308236,0.0832069
Sensor3,ruim,308059,308237,0.17743
Sensor4,ruim,308166,308237,0.0704173
Sensor3,ruim,308159,308335,0.175736
Sensor3,ruim,308262,308435,0.173464
Sensor0,medio,308341,308539,0.198381
Sensor1,medio,308447,308539,0.0928845
Sensor3,ruim,308359,308.54,0.180961
Sensor3,ruim,308.46,308635,0.175536
Sensor2,medio,308657,308741,0.0841512
Sensor3,ruim,308.57,308742,0.171859
Sensor4,ruim,308672,308742,0.0704204
Sensor3,ruim,308665,308835,0.169938
Sensor3,ruim,308771,308938,0.166391
Sensor3,ruim,308864,309035,0.170824
Sensor3,ruim,308969,309135,0.165702
Sensor2,medio,309153,309236,0.083143
Sensor3,ruim,309059,309237,0.17703
Sensor4,ruim,309168,309237,0.0682057
Sensor3,ruim,309.16,309335,0.17492
Sensor3,ruim,309262,309435,0.17265
Sensor0,medio,309341,309536,0.195709
Sensor1,medio,309446,309537,0.0900865
Sensor3,ruim,309359,309537,0.177972
Sensor3,ruim,309459,309636,0.176803
Sensor2,medio,309654,309736,0.0825797
Sensor3,ruim,309561,309736,0.175162
Sensor4,ruim,309668,309737,0.0687174
Sensor3,ruim,309661,309835,0.174213
Sensor3,ruim,309767,309936,0.169038
Sensor1,ruim,309948,310036,0.0881018
Sensor3,ruim,309859,310036,0.176326
Sensor3,ruim,309961,310135,0.173758
Sensor2,medio,310157,310.24,0.0832717
Sensor3,ruim,310.06,310.24,0.180105
Sensor4,ruim,310171,310.24,0.0689994
Sensor3,ruim,310163,310337,0.174265
Sensor3,ruim,310.27,310438,0.168046
Sensor0,medio,310343,310536,0.193423
Sensor1,medio,310453,310537,0.0830597
Sensor3,ruim,310369,310537,0.167591
Sensor3,ruim,310468,310638,0.169526
Sensor2,medio,310658,310738,0.0802913
Sensor3,ruim,310564,310739,0.174474
Sensor4,ruim,310676,310739,0.062485
Sensor3,medio,310668,310837,0.168989
Sensor1,medio,310946,311035,0.0889445
Sensor2,medio,311151,311236,0.0842355
Sensor4,medio,311163,311236,0.0725794
Sensor3,medio,311157,311335,0.177668
Sensor0,medio,311341,311536,0.195063
Sensor1,medio,311446,311536,0.0902844
Sensor2,medio,311651,311736,0.0844684
Sensor4,medio,311663,311736,0.0726966
Sensor3,medio,311657,311835,0.177643
Sensor1,medio,311946,312035,0.0894773
Sensor2,medio,312151,312236,0.0843372
Sensor4,medio,312163,312236,0.0726317
Sensor3,medio,312157,312335,0.177798
Sensor0,medio,312341,312536,0.194924
Sensor1,medio,312446,312536,0.0902587
Sensor2,medio,312651,312736,0.0845495
Sensor4,medio,312663,312736,0.072893
Sensor3,medio,312657,312835,0.17796
Sensor1,medio,312946,313035,0.0894511
Sensor2,medio,313151,313236,0.0842702
Sensor4,medio,313163,313236,0.0725699
Sensor3,medio,313157,313335,0.177673
Sensor0,medio,313341,313536,0.194983
Sensor1,medio,313446,313536,0.0901047
Sensor2,medio,313651,313736,0.0842906
Sensor4,medio,313663,313736,0.0727483
Sensor1,medio,313946,314035,0.0893462
Sensor2,medio,314151,314236,0.0842516
Sensor4,medio,314163,314236,0.0726607
Sensor3,medio,314157,314335,0.17771
Sensor0,medio,314341,314536,0.194988
Sensor1,medio,314446,314536,0.090131
Sensor2,medio,314651,314736,0.0843461
Sensor4,medio,314663,314736,0.0728503
Sensor1,medio,314946,315035,0.0893548
Sensor2,medio,315151,315236,0.084313
Sensor4,medio,315163,315236,0.0725525
Sensor3,medio,315157,315335,0.17776
Sensor0,medio,315341,315536,0.194833
Sensor1,medio,315447,315536,0.0885044
Sensor2,medio,315652,315736,0.0840864
Sensor4,medio,315663,315736,0.0723149
Sensor1,medio,315946,316035,0.0895543
Sensor2,medio,316151,316236,0.0842615
Sensor4,medio,316163,316236,0.0726653
Sensor3,medio,316157,316335,0.177793
Sensor0,medio,316341,316536,0.194983
Sensor1,medio,316446,316536,0.0902925
Sensor2,medio,316651,316736,0.0844208
Sensor4,medio,316663,316736,0.0728126
Sensor1,medio,316946,317035,0.0895241
Sensor2,medio,317151,317236,0.0842959
Sensor4,medio,317163,317236,0.0726437
Sensor3,medio,317157,317335,0.177783
