Tempo(s), Risco do Sensor, Nivel da Bateria, Diff(s),Mode,Cycle Time-Constraint,Confirmation Time-Constraint
286,baixo,-315.56,0.097,(Best of Five),Satisfied,Satisfied
288,alto,-317.25,1.159,(Best of Five),Violated,Violated
288,moderado,-317.75,0.340,(Best of Five),Violated,Violated
288,baixo,-317.83,0.048,(Best of Five),Satisfied,Satisfied
289,alto,-319.59,1.200,(Best of Five),Violated,Violated
290,moderado,-320.51,0.628,(Best of Five),Violated,Violated
290,alto,-321.01,0.340,(Best of Five),Violated,Violated
293,moderado,-325.36,2.980,(Best of Five),Violated,Violated
293,baixo,-325.44,0.048,(Best of Five),Satisfied,Satisfied
298,moderado,-332.38,4.756,(Best of Five),Violated,Violated
298,alto,-332.46,0.048,(Best of Five),Satisfied,Satisfied
298,moderado,-333.1,0.436,(Best of Five),Violated,Violated
299,baixo,-333.39,0.196,(Best of Five),Violated,Satisfied
299,alto,-333.47,0.048,(Best of Five),Satisfied,Satisfied
299,moderado,-334.18,0.484,(Best of Five),Violated,Violated
299.39,baixo,-334.47,0.196,(Best of Five),Violated,Satisfied
300,alto,-334.76,0.192,(Best of Five),Violated,Satisfied
300,moderado,-335.75,0.676,(Best of Five),Violated,Violated
300,baixo,-335.9,0.098,(Best of Five),Satisfied,Satisfied
307,alto,-345.71,6.723,(Best of Five),Violated,Violated
307,moderado,-345.79,0.048,(Best of Five),Satisfied,Satisfied
307,baixo,-345.87,0.049,(Best of Five),Satisfied,Satisfied
310,alto,-349.31,2.360,(Best of Five),Violated,Violated
310,baixo,-349.6,0.195,(Best of Five),Violated,Satisfied
310,alto,-349.75,0.097,(Best of Five),Satisfied,Satisfied
310,moderado,-350.11,0.240,(Best of Five),Violated,Satisfied
310,baixo,-350.19,0.047,(Best of Five),Satisfied,Satisfied
313,alto,-353.77,2.457,(Best of Five),Violated,Violated
313,moderado,-354.69,0.628,(Best of Five),Violated,Violated
313,baixo,-354.84,0.096,(Best of Five),Satisfied,Satisfied
315,moderado,-357.37,1.727,(Best of Five),Violated,Violated
315,baixo,-357.59,0.148,(Best of Five),Violated,Satisfied
316,moderado,-358.72,0.772,(Best of Five),Violated,Violated
316,baixo,-359.36,0.436,(Best of Five),Violated,Violated
318,alto,-361.12,1.204,(Best of Five),Violated,Violated
318,moderado,-361.2,0.048,(Best of Five),Satisfied,Satisfied
318,baixo,-361.49,0.196,(Best of Five),Violated,Satisfied
320,alto,-364.51,2.068,(Best of Five),Violated,Violated
320,moderado,-365.08,0.388,(Best of Five),Violated,Violated
320,baixo,-365.23,0.097,(Best of Five),Satisfied,Satisfied
321,moderado,-366.08,0.583,(Best of Five),Violated,Violated
321,baixo,-366.16,0.048,(Best of Five),Satisfied,Satisfied
321.73,moderado,-367.22,0.720,(Best of Five),Violated,Violated
322,baixo,-367.3,0.047,(Best of Five),Satisfied,Satisfied
327,moderado,-374.52,4.952,(Best of Five),Violated,Violated
327,baixo,-374.74,0.148,(Best of Five),Violated,Satisfied
330,alto,-379.09,2.975,(Best of Five),Violated,Violated
330,moderado,-379.87,0.529,(Best of Five),Violated,Violated
330,baixo,-380.02,0.098,(Best of Five),Satisfied,Satisfied
332,moderado,-381.71,1.159,(Best of Five),Violated,Violated
332,alto,-381.79,0.048,(Best of Five),Satisfied,Satisfied
333,moderado,-383.34,1.056,(Best of Five),Violated,Violated
333,baixo,-383.42,0.048,(Best of Five),Satisfied,Satisfied
334,alto,-385.32,1.300,(Best of Five),Violated,Violated
335,moderado,-386.31,0.675,(Best of Five),Violated,Violated
335,baixo,-386.46,0.098,(Best of Five),Satisfied,Satisfied
337,alto,-390.04,2.455,(Best of Five),Violated,Violated
338,moderado,-390.82,0.528,(Best of Five),Violated,Violated
338,alto,-390.97,0.097,(Best of Five),Satisfied,Satisfied
338,moderado,-391.4,0.287,(Best of Five),Violated,Violated
338,alto,-391.48,0.048,(Best of Five),Satisfied,Satisfied
338,baixo,-391.56,0.048,(Best of Five),Satisfied,Satisfied
339,alto,-392.83,0.864,(Best of Five),Violated,Violated
340,moderado,-393.33,0.340,(Best of Five),Violated,Violated
340,baixo,-393.41,0.047,(Best of Five),Satisfied,Satisfied
343,alto,-398.74,3.664,(Best of Five),Violated,Violated
343,moderado,-398.82,0.048,(Best of Five),Satisfied,Satisfied
343,baixo,-398.9,0.049,(Best of Five),Satisfied,Satisfied
346,moderado,-403.32,3.024,(Best of Five),Violated,Violated
346,baixo,-403.4,0.047,(Best of Five),Satisfied,Satisfied
347,moderado,-404.04,0.437,(Best of Five),Violated,Violated
347,baixo,-404.12,0.048,(Best of Five),Satisfied,Satisfied
347,moderado,-404.83,0.488,(Best of Five),Violated,Violated
347,alto,-404.91,0.048,(Best of Five),Satisfied,Satisfied
347,moderado,-404.99,0.050,(Best of Five),Satisfied,Satisfied
348,baixo,-405.14,0.099,(Best of Five),Satisfied,Satisfied
350,moderado,-408.86,2.544,(Best of Five),Violated,Violated
350,alto,-409.08,0.147,(Best of Five),Violated,Satisfied
350,moderado,-409.3,0.145,(Best of Five),Violated,Satisfied
350.61,baixo,-409.59,0.196,(Best of Five),Violated,Satisfied
352,moderado,-411.28,1.156,(Best of Five),Violated,Violated
352,baixo,-411.36,0.048,(Best of Five),Satisfied,Satisfied
352,moderado,-411.51,0.097,(Best of Five),Satisfied,Satisfied
352,baixo,-411.66,0.100,(Best of Five),Violated,Satisfied
352,alto,-412.23,0.391,(Best of Five),Violated,Violated
353,moderado,-413.5,0.864,(Best of Five),Violated,Violated
353,baixo,-413.58,0.048,(Best of Five),Satisfied,Satisfied
354.95,alto,-415.97,1.637,(Best of Five),Violated,Violated
355,moderado,-416.19,0.148,(Best of Five),Violated,Satisfied
355,baixo,-416.41,0.144,(Best of Five),Violated,Satisfied
356,alto,-417.4,0.676,(Best of Five),Violated,Violated
356,moderado,-417.62,0.144,(Best of Five),Violated,Satisfied
356,alto,-417.84,0.148,(Best of Five),Violated,Satisfied
356,moderado,-417.99,0.097,(Best of Five),Satisfied,Satisfied
356,baixo,-418.14,0.100,(Best of Five),Violated,Satisfied
360,alto,-423.33,3.559,(Best of Five),Violated,Violated
360,moderado,-423.48,0.097,(Best of Five),Satisfied,Satisfied
360,alto,-423.56,0.051,(Best of Five),Satisfied,Satisfied
360.21,moderado,-423.71,0.097,(Best of Five),Satisfied,Satisfied
360,baixo,-424.07,0.247,(Best of Five),Violated,Satisfied
362,moderado,-425.97,1.299,(Best of Five),Violated,Violated
362,baixo,-426.05,0.048,(Best of Five),Satisfied,Satisfied
364,moderado,-429.98,2.691,(Best of Five),Violated,Violated
365,baixo,-430.06,0.048,(Best of Five),Satisfied,Satisfied
367,moderado,-433.43,2.305,(Best of Five),Violated,Violated
367,baixo,-433.58,0.097,(Best of Five),Satisfied,Satisfied
375,moderado,-445.49,8.164,(Best of Five),Violated,Violated
375,alto,-445.78,0.191,(Best of Five),Violated,Satisfied
376,moderado,-446.7,0.625,(Best of Five),Violated,Violated
376,baixo,-446.78,0.047,(Best of Five),Satisfied,Satisfied
378,alto,-449.59,1.921,(Best of Five),Violated,Violated
378,moderado,-449.95,0.240,(Best of Five),Violated,Satisfied
378,baixo,-450.1,0.097,(Best of Five),Satisfied,Satisfied
379,moderado,-450.67,0.390,(Best of Five),Violated,Violated
379,baixo,-450.89,0.144,(Best of Five),Violated,Satisfied
381,moderado,-453.56,1.828,(Best of Five),Violated,Violated
381,baixo,-453.71,0.097,(Best of Five),Satisfied,Satisfied
380.79,alto,-453.86,0.099,(Best of Five),Satisfied,Satisfied
381,moderado,-454.29,0.291,(Best of Five),Violated,Violated
381,baixo,-454.37,0.048,(Best of Five),Satisfied,Satisfied
382,alto,-455.5,0.777,(Best of Five),Violated,Violated
383,moderado,-456.42,0.627,(Best of Five),Violated,Violated
383,baixo,-456.57,0.098,(Best of Five),Satisfied,Satisfied
383,moderado,-456.86,0.198,(Best of Five),Violated,Satisfied
383,alto,-457.01,0.098,(Best of Five),Satisfied,Satisfied
384,moderado,-458.77,1.203,(Best of Five),Violated,Violated
384,baixo,-458.99,0.144,(Best of Five),Violated,Satisfied
387,moderado,-463.41,3.028,(Best of Five),Violated,Violated
387.45,alto,-463.63,0.148,(Best of Five),Violated,Satisfied
388,moderado,-464.06,0.291,(Best of Five),Violated,Violated
388,baixo,-464.35,0.196,(Best of Five),Violated,Satisfied
390,moderado,-467.3,2.016,(Best of Five),Violated,Violated
390,alto,-467.59,0.196,(Best of Five),Violated,Satisfied
390,moderado,-467.67,0.048,(Best of Five),Satisfied,Satisfied
390,baixo,-467.75,0.049,(Best of Five),Satisfied,Satisfied
390,alto,-467.83,0.049,(Best of Five),Satisfied,Satisfied
391,moderado,-468.68,0.583,(Best of Five),Violated,Violated
391,alto,-468.76,0.047,(Best of Five),Satisfied,Satisfied
391,moderado,-469.19,0.288,(Best of Five),Violated,Violated
391,alto,-469.34,0.098,(Best of Five),Satisfied,Satisfied
392,moderado,-469.7,0.247,(Best of Five),Violated,Satisfied
392,baixo,-469.78,0.048,(Best of Five),Satisfied,Satisfied
392,alto,-469.86,0.050,(Best of Five),Satisfied,Satisfied
392,moderado,-470.08,0.151,(Best of Five),Violated,Satisfied
392,alto,-470.16,0.048,(Best of Five),Satisfied,Satisfied
392,moderado,-470.52,0.244,(Best of Five),Violated,Satisfied
392,baixo,-471.02,0.337,(Best of Five),Violated,Violated
397,moderado,-477.54,4.468,(Best of Five),Violated,Violated
397,baixo,-477.76,0.148,(Best of Five),Violated,Satisfied
400,moderado,-481.48,2.547,(Best of Five),Violated,Violated
400,baixo,-481.63,0.097,(Best of Five),Satisfied,Satisfied
407.33,moderado,-492.77,7.636,(Best of Five),Violated,Violated
407,baixo,-492.92,0.097,(Best of Five),Satisfied,Satisfied
408,moderado,-493.28,0.247,(Best of Five),Violated,Satisfied
408,alto,-493.5,0.148,(Best of Five),Violated,Satisfied
408,moderado,-493.79,0.195,(Best of Five),Violated,Satisfied
408,baixo,-494.01,0.144,(Best of Five),Violated,Satisfied
413,moderado,-501.16,4.896,(Best of Five),Violated,Violated
413,baixo,-501.31,0.097,(Best of Five),Satisfied,Satisfied
414,moderado,-502.72,0.959,(Best of Five),Violated,Violated
414,baixo,-502.87,0.097,(Best of Five),Satisfied,Satisfied
415,alto,-504,0.775,(Best of Five),Violated,Violated
415,moderado,-504.43,0.288,(Best of Five),Violated,Violated
415,baixo,-504.51,0.047,(Best of Five),Satisfied,Satisfied
416,moderado,-505.57,0.725,(Best of Five),Violated,Violated
416,baixo,-505.65,0.048,(Best of Five),Satisfied,Satisfied
417.49,moderado,-507.69,1.396,(Best of Five),Violated,Violated
418,baixo,-507.77,0.048,(Best of Five),Satisfied,Satisfied
419,moderado,-509.32,1.056,(Best of Five),Violated,Violated
419,baixo,-509.4,0.048,(Best of Five),Satisfied,Satisfied
424,alto,-517.81,5.768,(Best of Five),Violated,Violated
425,moderado,-518.38,0.389,(Best of Five),Violated,Violated
425,baixo,-518.46,0.047,(Best of Five),Satisfied,Satisfied
427.73,moderado,-522.67,2.885,(Best of Five),Violated,Violated
428,baixo,-522.82,0.097,(Best of Five),Satisfied,Satisfied
431,alto,-527.17,2.975,(Best of Five),Violated,Violated
431,moderado,-527.67,0.336,(Best of Five),Violated,Violated
431,baixo,-527.75,0.048,(Best of Five),Satisfied,Satisfied
434,alto,-531.19,2.357,(Best of Five),Violated,Violated
435,moderado,-533.58,1.635,(Best of Five),Violated,Violated
435,baixo,-533.87,0.193,(Best of Five),Violated,Satisfied
436,alto,-534.86,0.673,(Best of Five),Violated,Violated
436,moderado,-535.01,0.097,(Best of Five),Satisfied,Satisfied
436,baixo,-535.16,0.099,(Best of Five),Satisfied,Satisfied
440,alto,-541.05,4.031,(Best of Five),Violated,Violated
441,moderado,-541.55,0.337,(Best of Five),Violated,Violated
441,baixo,-541.7,0.098,(Best of Five),Satisfied,Satisfied
441,alto,-542.76,0.726,(Best of Five),Violated,Violated
442,moderado,-543.33,0.389,(Best of Five),Violated,Violated
442,baixo,-543.41,0.048,(Best of Five),Satisfied,Satisfied
443,alto,-545.17,1.200,(Best of Five),Violated,Violated
443,moderado,-545.32,0.097,(Best of Five),Satisfied,Satisfied
443,baixo,-545.4,0.047,(Best of Five),Satisfied,Satisfied
444,alto,-547.23,1.252,(Best of Five),Violated,Violated
445,moderado,-547.87,0.436,(Best of Five),Violated,Violated
445,baixo,-547.95,0.048,(Best of Five),Satisfied,Satisfied
445,moderado,-548.17,0.148,(Best of Five),Violated,Satisfied
445.19,baixo,-548.32,0.096,(Best of Five),Satisfied,Satisfied
450,moderado,-555.33,4.800,(Best of Five),Violated,Violated
450,baixo,-555.55,0.144,(Best of Five),Violated,Satisfied
450,alto,-555.84,0.192,(Best of Five),Violated,Satisfied
450,moderado,-555.99,0.096,(Best of Five),Satisfied,Satisfied
450,baixo,-556.07,0.047,(Best of Five),Satisfied,Satisfied
452,moderado,-558.95,1.973,(Best of Five),Violated,Violated
453,baixo,-559.1,0.097,(Best of Five),Satisfied,Satisfied
456,moderado,-564.57,3.751,(Best of Five),Violated,Violated
456,baixo,-564.65,0.048,(Best of Five),Satisfied,Satisfied
458,alto,-566.62,1.348,(Best of Five),Violated,Violated
458.41,moderado,-567.68,0.725,(Best of Five),Violated,Violated
458,baixo,-567.76,0.047,(Best of Five),Satisfied,Satisfied
459,alto,-568.68,0.633,(Best of Five),Violated,Violated
459,moderado,-568.9,0.148,(Best of Five),Violated,Satisfied
459,baixo,-569.05,0.097,(Best of Five),Satisfied,Satisfied
460,moderado,-569.76,0.483,(Best of Five),Violated,Violated
460,baixo,-569.84,0.047,(Best of Five),Satisfied,Satisfied
461,moderado,-571.67,1.252,(Best of Five),Violated,Violated
461,baixo,-571.75,0.047,(Best of Five),Satisfied,Satisfied
462,alto,-572.25,0.337,(Best of Five),Violated,Violated
462,moderado,-573.1,0.576,(Best of Five),Violated,Violated
462,baixo,-573.46,0.244,(Best of Five),Violated,Satisfied
465,alto,-577.6,2.831,(Best of Five),Violated,Violated
465.25,moderado,-577.75,0.098,(Best of Five),Satisfied,Satisfied
465,baixo,-577.83,0.051,(Best of Five),Satisfied,Satisfied
468,alto,-581.06,2.212,(Best of Five),Violated,Violated
468,moderado,-581.28,0.144,(Best of Five),Violated,Satisfied
467.8,baixo,-581.5,0.143,(Best of Five),Violated,Satisfied
471,alto,-585.5,2.737,(Best of Five),Violated,Violated
471,moderado,-586.14,0.436,(Best of Five),Violated,Violated
471,baixo,-586.22,0.049,(Best of Five),Satisfied,Satisfied
473,alto,-588.61,1.632,(Best of Five),Violated,Violated
473,moderado,-589.25,0.436,(Best of Five),Violated,Violated
473,baixo,-589.33,0.048,(Best of Five),Satisfied,Satisfied
477,moderado,-594.24,3.365,(Best of Five),Violated,Violated
477,baixo,-594.39,0.097,(Best of Five),Satisfied,Satisfied
478,alto,-596.92,1.735,(Best of Five),Violated,Violated
479,moderado,-597.28,0.244,(Best of Five),Violated,Satisfied
479,alto,-597.43,0.097,(Best of Five),Satisfied,Satisfied
480,moderado,-599.82,1.639,(Best of Five),Violated,Violated
481,baixo,-600.18,0.244,(Best of Five),Violated,Satisfied
487.47,moderado,-610.27,6.912,(Best of Five),Violated,Violated
488,baixo,-610.7,0.292,(Best of Five),Violated,Violated
489,moderado,-612.04,0.915,(Best of Five),Violated,Violated
489,baixo,-612.33,0.196,(Best of Five),Violated,Satisfied
489,moderado,-613.04,0.484,(Best of Five),Violated,Violated
489,alto,-613.19,0.096,(Best of Five),Satisfied,Satisfied
490,moderado,-613.55,0.240,(Best of Five),Violated,Satisfied
490,baixo,-613.63,0.048,(Best of Five),Satisfied,Satisfied
491,alto,-615.53,1.296,(Best of Five),Violated,Violated
491,moderado,-616.1,0.388,(Best of Five),Violated,Violated
492,baixo,-616.25,0.096,(Best of Five),Satisfied,Satisfied
496,moderado,-622.84,4.520,(Best of Five),Violated,Violated
496,baixo,-622.99,0.096,(Best of Five),Satisfied,Satisfied
497,alto,-624.12,0.770,(Best of Five),Violated,Violated
499,moderado,-626.86,1.873,(Best of Five),Violated,Violated
499,alto,-627.22,0.240,(Best of Five),Violated,Satisfied
499,moderado,-627.37,0.097,(Best of Five),Satisfied,Satisfied
499,baixo,-627.45,0.051,(Best of Five),Satisfied,Satisfied
500,moderado,-628.23,0.532,(Best of Five),Violated,Violated
500,baixo,-628.31,0.048,(Best of Five),Satisfied,Satisfied
503.83,moderado,-634.27,4.080,(Best of Five),Violated,Violated
504,alto,-634.42,0.097,(Best of Five),Satisfied,Satisfied
505,moderado,-635.48,0.726,(Best of Five),Violated,Violated
505,baixo,-635.56,0.048,(Best of Five),Satisfied,Satisfied
508,moderado,-639.7,2.837,(Best of Five),Violated,Violated
508,baixo,-639.99,0.196,(Best of Five),Violated,Satisfied
508,moderado,-640.77,0.528,(Best of Five),Violated,Violated
508,baixo,-640.92,0.097,(Best of Five),Satisfied,Satisfied
510,moderado,-643.38,1.678,(Best of Five),Violated,Violated
510,baixo,-643.67,0.193,(Best of Five),Violated,Satisfied
518,alto,-655.72,8.260,(Best of Five),Violated,Violated
519,moderado,-655.94,0.143,(Best of Five),Violated,Satisfied
519,baixo,-656.02,0.048,(Best of Five),Satisfied,Satisfied
521,moderado,-660.09,2.796,(Best of Five),Violated,Violated
522,baixo,-660.38,0.196,(Best of Five),Violated,Satisfied
523,moderado,-662.07,1.152,(Best of Five),Violated,Violated
523,alto,-662.36,0.191,(Best of Five),Violated,Satisfied
523,moderado,-662.44,0.049,(Best of Five),Satisfied,Satisfied
523,baixo,-662.66,0.148,(Best of Five),Violated,Satisfied
526,moderado,-666.73,2.787,(Best of Five),Violated,Violated
526,baixo,-667.09,0.240,(Best of Five),Violated,Satisfied
528,moderado,-670.25,2.164,(Best of Five),Violated,Violated
529,baixo,-670.54,0.192,(Best of Five),Violated,Satisfied
530,moderado,-673,1.680,(Best of Five),Violated,Violated
530,baixo,-673.08,0.048,(Best of Five),Satisfied,Satisfied
535,moderado,-679.25,4.224,(Best of Five),Violated,Violated
535,baixo,-679.33,0.048,(Best of Five),Satisfied,Satisfied
536,moderado,-681.51,1.488,(Best of Five),Violated,Violated
536,alto,-681.8,0.196,(Best of Five),Violated,Satisfied
537,moderado,-682.23,0.292,(Best of Five),Violated,Violated
537,baixo,-682.31,0.048,(Best of Five),Satisfied,Satisfied
538,moderado,-683.65,0.916,(Best of Five),Violated,Violated
538,baixo,-683.8,0.097,(Best of Five),Satisfied,Satisfied
541,alto,-688.29,3.071,(Best of Five),Violated,Violated
541,moderado,-688.72,0.288,(Best of Five),Violated,Violated
541,baixo,-689.01,0.196,(Best of Five),Violated,Satisfied
542,alto,-690.77,1.200,(Best of Five),Violated,Violated
542,baixo,-690.92,0.097,(Best of Five),Satisfied,Satisfied
543,alto,-691.7,0.531,(Best of Five),Violated,Violated
544,moderado,-693.18,1.012,(Best of Five),Violated,Violated
544,baixo,-693.26,0.047,(Best of Five),Satisfied,Satisfied
549,alto,-701.04,5.333,(Best of Five),Violated,Violated
549.84,moderado,-701.68,0.431,(Best of Five),Violated,Violated
550,alto,-701.76,0.049,(Best of Five),Satisfied,Satisfied
550,moderado,-701.84,0.049,(Best of Five),Satisfied,Satisfied
550,baixo,-701.99,0.096,(Best of Five),Satisfied,Satisfied
551,moderado,-702.91,0.623,(Best of Five),Violated,Violated
551,baixo,-703.06,0.098,(Best of Five),Satisfied,Satisfied
554,alto,-708.18,3.511,(Best of Five),Violated,Violated
555,moderado,-708.82,0.436,(Best of Five),Violated,Violated
555,baixo,-708.97,0.097,(Best of Five),Satisfied,Satisfied
555,alto,-709.05,0.050,(Best of Five),Satisfied,Satisfied
555,moderado,-709.34,0.193,(Best of Five),Violated,Satisfied
555,baixo,-709.91,0.388,(Best of Five),Violated,Violated
557,moderado,-712.37,1.680,(Best of Five),Violated,Violated
557,baixo,-712.45,0.048,(Best of Five),Satisfied,Satisfied
557,moderado,-712.67,0.148,(Best of Five),Violated,Satisfied
557,baixo,-712.75,0.048,(Best of Five),Satisfied,Satisfied
559,alto,-715.77,2.065,(Best of Five),Violated,Violated
560,moderado,-716.55,0.528,(Best of Five),Violated,Violated
560,baixo,-716.63,0.048,(Best of Five),Satisfied,Satisfied
562,moderado,-720,2.308,(Best of Five),Violated,Violated
562,alto,-720.08,0.047,(Best of Five),Satisfied,Satisfied
562,moderado,-720.16,0.050,(Best of Five),Satisfied,Satisfied
562,alto,-720.31,0.100,(Best of Five),Satisfied,Satisfied
564,moderado,-721.86,1.059,(Best of Five),Violated,Violated
564,baixo,-722.36,0.339,(Best of Five),Violated,Violated
567,alto,-726.71,2.977,(Best of Five),Violated,Violated
567,moderado,-726.79,0.048,(Best of Five),Satisfied,Satisfied
566.97,alto,-726.87,0.049,(Best of Five),Satisfied,Satisfied
567,moderado,-727.16,0.191,(Best of Five),Violated,Satisfied
567,baixo,-727.45,0.192,(Best of Five),Violated,Satisfied
569,moderado,-729.7,1.540,(Best of Five),Violated,Violated
569,alto,-729.78,0.048,(Best of Five),Satisfied,Satisfied
569,moderado,-729.93,0.101,(Best of Five),Violated,Satisfied
569,baixo,-730.01,0.048,(Best of Five),Satisfied,Satisfied
570,moderado,-731.35,0.912,(Best of Five),Violated,Violated
570,baixo,-731.43,0.047,(Best of Five),Satisfied,Satisfied
571,alto,-733.54,1.448,(Best of Five),Violated,Violated
572,moderado,-734.39,0.576,(Best of Five),Violated,Violated
572,baixo,-734.47,0.049,(Best of Five),Satisfied,Satisfied
573,moderado,-736.16,1.156,(Best of Five),Violated,Violated
573,baixo,-736.38,0.143,(Best of Five),Violated,Satisfied
574,moderado,-737.51,0.772,(Best of Five),Violated,Violated
574,baixo,-737.73,0.145,(Best of Five),Violated,Satisfied
574,alto,-737.95,0.148,(Best of Five),Violated,Satisfied
575,moderado,-738.1,0.098,(Best of Five),Satisfied,Satisfied
575,baixo,-738.53,0.290,(Best of Five),Violated,Violated
575,moderado,-739.03,0.337,(Best of Five),Violated,Violated
575,baixo,-739.11,0.048,(Best of Five),Satisfied,Satisfied
575,alto,-739.19,0.049,(Best of Five),Satisfied,Satisfied
575,moderado,-739.34,0.101,(Best of Five),Violated,Satisfied
576,baixo,-739.91,0.391,(Best of Five),Violated,Violated
576,alto,-740.41,0.340,(Best of Five),Violated,Violated
576,moderado,-740.49,0.048,(Best of Five),Satisfied,Satisfied
576,baixo,-740.78,0.196,(Best of Five),Violated,Satisfied
577,moderado,-741,0.147,(Best of Five),Violated,Satisfied
577,baixo,-741.15,0.098,(Best of Five),Satisfied,Satisfied
577,alto,-742.28,0.771,(Best of Five),Violated,Violated
580,moderado,-746.28,2.740,(Best of Five),Violated,Violated
580,baixo,-746.36,0.048,(Best of Five),Satisfied,Satisfied
580,alto,-746.79,0.288,(Best of Five),Violated,Violated
581,moderado,-747.57,0.532,(Best of Five),Violated,Violated
581,alto,-747.72,0.097,(Best of Five),Satisfied,Satisfied
581,moderado,-748.08,0.246,(Best of Five),Violated,Satisfied
582,baixo,-748.37,0.197,(Best of Five),Violated,Satisfied
582,moderado,-749.15,0.532,(Best of Five),Violated,Violated
582,baixo,-749.23,0.047,(Best of Five),Satisfied,Satisfied
584,alto,-751.55,1.589,(Best of Five),Violated,Violated
584,moderado,-752.12,0.384,(Best of Five),Violated,Violated
584,baixo,-752.2,0.048,(Best of Five),Satisfied,Satisfied
588,alto,-758.09,4.032,(Best of Five),Violated,Violated
589,moderado,-759.15,0.720,(Best of Five),Violated,Violated
589,baixo,-759.58,0.289,(Best of Five),Violated,Violated
590,alto,-760.71,0.772,(Best of Five),Violated,Violated
590,moderado,-761.28,0.384,(Best of Five),Violated,Violated
590,baixo,-761.5,0.148,(Best of Five),Violated,Satisfied
591,moderado,-762.7,0.820,(Best of Five),Violated,Violated
591,baixo,-762.78,0.048,(Best of Five),Satisfied,Satisfied
592,alto,-763.91,0.772,(Best of Five),Violated,Violated
593,moderado,-765.53,1.108,(Best of Five),Violated,Violated
593,baixo,-765.61,0.048,(Best of Five),Satisfied,Satisfied
594,moderado,-766.18,0.392,(Best of Five),Violated,Violated
594,baixo,-766.26,0.048,(Best of Five),Satisfied,Satisfied
594,moderado,-767.18,0.628,(Best of Five),Violated,Violated
594,baixo,-767.33,0.097,(Best of Five),Satisfied,Satisfied
595,moderado,-767.62,0.195,(Best of Five),Violated,Satisfied
595,baixo,-768.05,0.292,(Best of Five),Violated,Violated
596,moderado,-769.53,1.012,(Best of Five),Violated,Violated
596,baixo,-769.82,0.196,(Best of Five),Violated,Satisfied
597,alto,-771.3,1.008,(Best of Five),Violated,Violated
597,moderado,-771.38,0.048,(Best of Five),Satisfied,Satisfied
597,baixo,-771.53,0.101,(Best of Five),Violated,Satisfied
600,moderado,-775.88,2.982,(Best of Five),Violated,Violated
600,alto,-776.03,0.098,(Best of Five),Satisfied,Satisfied
601,moderado,-776.25,0.151,(Best of Five),Violated,Satisfied
600.58,alto,-776.33,0.047,(Best of Five),Satisfied,Satisfied
601,moderado,-777.04,0.484,(Best of Five),Violated,Violated
601,alto,-777.19,0.097,(Best of Five),Satisfied,Satisfied
601,moderado,-777.34,0.096,(Best of Five),Satisfied,Satisfied
601,baixo,-777.56,0.143,(Best of Five),Violated,Satisfied
602,alto,-777.85,0.196,(Best of Five),Violated,Satisfied
602,moderado,-779.12,0.867,(Best of Five),Violated,Violated
603,baixo,-779.2,0.049,(Best of Five),Satisfied,Satisfied
605,alto,-782.22,2.064,(Best of Five),Violated,Violated
605,moderado,-782.37,0.097,(Best of Five),Satisfied,Satisfied
605,baixo,-782.59,0.146,(Best of Five),Violated,Satisfied
605,moderado,-783.02,0.288,(Best of Five),Violated,Violated
605,baixo,-783.31,0.192,(Best of Five),Violated,Satisfied
606,alto,-783.95,0.432,(Best of Five),Violated,Violated
606,moderado,-784.17,0.144,(Best of Five),Violated,Satisfied
606,baixo,-784.32,0.097,(Best of Five),Satisfied,Satisfied
608,alto,-787.97,2.499,(Best of Five),Violated,Violated
608.57,moderado,-788.12,0.097,(Best of Five),Satisfied,Satisfied
609,baixo,-788.2,0.047,(Best of Five),Satisfied,Satisfied
612,alto,-793.67,3.749,(Best of Five),Violated,Violated
613,moderado,-793.89,0.144,(Best of Five),Violated,Satisfied
613,baixo,-793.97,0.048,(Best of Five),Satisfied,Satisfied
614,moderado,-795.38,0.964,(Best of Five),Violated,Violated
614,baixo,-795.46,0.048,(Best of Five),Satisfied,Satisfied
615,moderado,-797.71,1.540,(Best of Five),Violated,Violated
615,alto,-797.93,0.144,(Best of Five),Violated,Satisfied
616,moderado,-798.99,0.724,(Best of Five),Violated,Violated
616,baixo,-799.14,0.097,(Best of Five),Satisfied,Satisfied
616,moderado,-799.22,0.047,(Best of Five),Satisfied,Satisfied
616,baixo,-799.51,0.196,(Best of Five),Violated,Satisfied
617,alto,-799.8,0.197,(Best of Five),Violated,Satisfied
617,moderado,-800.93,0.768,(Best of Five),Violated,Violated
617,alto,-801.15,0.147,(Best of Five),Violated,Satisfied
618,moderado,-802,0.580,(Best of Five),Violated,Violated
618,alto,-802.08,0.048,(Best of Five),Satisfied,Satisfied
618,moderado,-802.58,0.344,(Best of Five),Violated,Violated
618,baixo,-802.66,0.048,(Best of Five),Satisfied,Satisfied
619.36,alto,-804,0.911,(Best of Five),Violated,Violated
620,baixo,-804.22,0.145,(Best of Five),Violated,Satisfied
622,moderado,-807.38,2.159,(Best of Five),Violated,Violated
622,alto,-807.46,0.048,(Best of Five),Satisfied,Satisfied
622,moderado,-807.54,0.049,(Best of Five),Satisfied,Satisfied
622,baixo,-807.76,0.144,(Best of Five),Violated,Satisfied
624,alto,-810.71,2.016,(Best of Five),Violated,Violated
624,moderado,-810.93,0.144,(Best of Five),Violated,Satisfied
