Sensor remetente, Estado do Paciente, Enviado as (s), Processado as (s), Diff (s),Numero de sensores,Real-time Mode
Sensor3,ruim,176518,176.69,0.17129,ten,Real-time OFF
Sensor3,ruim,176622,176782,0.159604,ten,Real-time OFF
Sensor3,ruim,176715,176887,0.171995,ten,Real-time OFF
Sensor3,ruim,176808,176991,0.182513,ten,Real-time OFF
Sensor3,ruim,176913,177088,0.1743,ten,Real-time OFF
Sensor3,ruim,177017,177186,0.169899,ten,Real-time OFF
Sensor3,ruim,177113,177284,0.170826,ten,Real-time OFF
Sensor3,ruim,177213,177.39,0.177106,ten,Real-time OFF
Sensor3,ruim,177312,177493,0.181953,ten,Real-time OFF
Sensor3,ruim,177417,177594,0.176829,ten,Real-time OFF
Sensor3,ruim,177.52,177691,0.170063,ten,Real-time OFF
Sensor3,ruim,177.62,177787,0.16669,ten,Real-time OFF
Sensor3,ruim,177718,177886,0.167334,ten,Real-time OFF
Sensor3,ruim,177814,177992,0.177768,ten,Real-time OFF
Sensor3,ruim,177913,178.09,0.177329,ten,Real-time OFF
Sensor3,ruim,178017,178.19,0.172457,ten,Real-time OFF
Sensor3,ruim,178117,178286,0.168651,ten,Real-time OFF
Sensor3,ruim,178218,178387,0.168936,ten,Real-time OFF
Sensor3,medio,178313,178487,0.174081,ten,Real-time OFF
Sensor3,medio,178808,178983,0.174568,ten,Real-time OFF
Sensor3,medio,179309,179485,0.175713,ten,Real-time OFF
Sensor3,medio,179808,179985,0.176855,ten,Real-time OFF
Sensor3,medio,180309,180486,0.177418,ten,Real-time OFF
Sensor3,medio,180807,180987,0.179587,ten,Real-time OFF
