Sensor remetente, Estado do Paciente, Enviado as (s), Processado as (s), Diff (s),Numero de sensores,Real-time Mode
Sensor9,ruim,320.48,320495,0.0150496,twenty,Real-time OFF
Sensor9,ruim,320644,320662,0.0180141,twenty,Real-time OFF
Sensor9,ruim,320813,320825,0.0119968,twenty,Real-time OFF
Sensor9,ruim,320977,320989,0.0122697,twenty,Real-time OFF
Sensor9,ruim,321138,321.15,0.0116915,twenty,Real-time OFF
Sensor9,ruim,321298,321312,0.0136102,twenty,Real-time OFF
Sensor9,ruim,321464,321479,0.0147877,twenty,Real-time OFF
Sensor9,medio,322248,322264,0.0160647,twenty,Real-time OFF
Sensor9,ruim,323.03,323045,0.0145808,twenty,Real-time OFF
Sensor9,medio,323818,323831,0.0130848,twenty,Real-time OFF
Sensor9,ruim,324597,324.61,0.0133999,twenty,Real-time OFF
Sensor9,medio,325371,325388,0.0164699,twenty,Real-time OFF
Sensor9,ruim,326148,326164,0.015787,twenty,Real-time OFF
Sensor9,medio,326906,326923,0.0171371,twenty,Real-time OFF
Sensor9,medio,327653,327669,0.0162347,twenty,Real-time OFF
Sensor9,medio,328.4,328417,0.0169239,twenty,Real-time OFF
Sensor9,medio,329.15,329165,0.0147057,twenty,Real-time OFF
Sensor9,medio,329894,329.91,0.0165555,twenty,Real-time OFF
Sensor9,medio,330639,330653,0.013732,twenty,Real-time OFF
Sensor9,medio,331389,331405,0.0167918,twenty,Real-time OFF
Sensor9,medio,332145,332159,0.0139,twenty,Real-time OFF
Sensor9,medio,332907,332924,0.0167457,twenty,Real-time OFF
Sensor9,medio,333657,333673,0.0157301,twenty,Real-time OFF
Sensor9,ruim,334414,334.43,0.0156324,twenty,Real-time OFF
Sensor9,ruim,335204,335.22,0.0163533,twenty,Real-time OFF
Sensor9,medio,336007,336024,0.0163344,twenty,Real-time OFF
Sensor9,ruim,336.81,336826,0.0158146,twenty,Real-time OFF
Sensor9,medio,337596,337611,0.0147176,twenty,Real-time OFF
Sensor9,ruim,338372,338386,0.0141375,twenty,Real-time OFF
Sensor9,ruim,339169,339182,0.0123366,twenty,Real-time OFF
Sensor9,ruim,339965,339.98,0.0155848,twenty,Real-time OFF
Sensor9,ruim,340767,340783,0.0162108,twenty,Real-time OFF
Sensor9,ruim,341551,341566,0.0145037,twenty,Real-time OFF
Sensor9,medio,342.33,342344,0.0132453,twenty,Real-time OFF
Sensor9,medio,343103,343117,0.0136394,twenty,Real-time OFF
Sensor9,medio,343863,343876,0.0125347,twenty,Real-time OFF
Sensor9,medio,344626,344.64,0.0133766,twenty,Real-time OFF
Sensor9,medio,345401,345412,0.0102571,twenty,Real-time OFF
Sensor9,medio,346154,346166,0.0113864,twenty,Real-time OFF
Sensor9,medio,346.91,346921,0.0107428,twenty,Real-time OFF
Sensor9,medio,347664,347677,0.0130754,twenty,Real-time OFF
Sensor9,medio,348425,348435,0.0108134,twenty,Real-time OFF
Sensor9,medio,349172,349185,0.0133883,twenty,Real-time OFF
Sensor9,medio,349931,349942,0.0115723,twenty,Real-time OFF
Sensor9,medio,350683,350696,0.012099,twenty,Real-time OFF
Sensor9,medio,351424,351435,0.0101041,twenty,Real-time OFF
Sensor9,medio,352169,352.18,0.0112259,twenty,Real-time OFF
Sensor9,medio,352.92,352.93,0.0105668,twenty,Real-time OFF
Sensor9,medio,353671,353684,0.0131502,twenty,Real-time OFF
Sensor9,medio,354421,354431,0.0102306,twenty,Real-time OFF
Sensor9,ruim,355174,355186,0.0115912,twenty,Real-time OFF
Sensor9,ruim,355332,355343,0.0109064,twenty,Real-time OFF
Sensor9,ruim,355479,355493,0.0136067,twenty,Real-time OFF
Sensor9,ruim,355637,355649,0.0118061,twenty,Real-time OFF
Sensor9,ruim,355794,355805,0.0111669,twenty,Real-time OFF
Sensor9,ruim,355949,355959,0.00976961,twenty,Real-time OFF
Sensor9,ruim,356091,356102,0.011096,twenty,Real-time OFF
Sensor9,ruim,356259,356268,0.00914577,twenty,Real-time OFF
Sensor9,ruim,356404,356415,0.0110642,twenty,Real-time OFF
Sensor9,ruim,356561,356577,0.0157153,twenty,Real-time OFF
Sensor9,ruim,356723,356738,0.0145399,twenty,Real-time OFF
Sensor9,ruim,356882,356892,0.0106696,twenty,Real-time OFF
Sensor9,ruim,357032,357045,0.0126798,twenty,Real-time OFF
Sensor9,ruim,357186,357197,0.011276,twenty,Real-time OFF
Sensor9,ruim,357343,357359,0.0157805,twenty,Real-time OFF
Sensor9,ruim,357506,357516,0.0104946,twenty,Real-time OFF
Sensor9,ruim,357655,357666,0.0113539,twenty,Real-time OFF
Sensor9,ruim,357802,357811,0.00961188,twenty,Real-time OFF
Sensor9,ruim,357947,357.96,0.0129934,twenty,Real-time OFF
Sensor9,ruim,358102,358117,0.0154967,twenty,Real-time OFF
Sensor9,ruim,358.27,358282,0.0122666,twenty,Real-time OFF
Sensor9,ruim,358423,358433,0.00996603,twenty,Real-time OFF
Sensor9,ruim,358572,358584,0.0113431,twenty,Real-time OFF
Sensor9,ruim,358723,358734,0.0113956,twenty,Real-time OFF
Sensor9,ruim,358876,358.89,0.0135441,twenty,Real-time OFF
Sensor9,ruim,359038,359048,0.010104,twenty,Real-time OFF
Sensor9,ruim,359189,359.2,0.0114396,twenty,Real-time OFF
Sensor9,ruim,359336,359346,0.00937269,twenty,Real-time OFF
Sensor9,ruim,359477,359488,0.0108009,twenty,Real-time OFF
Sensor9,ruim,359629,359643,0.0142665,twenty,Real-time OFF
Sensor9,ruim,359793,359805,0.011655,twenty,Real-time OFF
Sensor9,ruim,359957,359969,0.0116729,twenty,Real-time OFF
Sensor9,ruim,360105,360118,0.0123732,twenty,Real-time OFF
Sensor9,ruim,360257,360269,0.0119433,twenty,Real-time OFF
Sensor9,ruim,360406,360417,0.0109511,twenty,Real-time OFF
Sensor9,ruim,360565,360576,0.0110651,twenty,Real-time OFF
Sensor9,ruim,360714,360724,0.00950202,twenty,Real-time OFF
Sensor9,ruim,360862,360871,0.00992649,twenty,Real-time OFF
Sensor9,ruim,361005,361017,0.0129127,twenty,Real-time OFF
Sensor9,ruim,361164,361181,0.0177484,twenty,Real-time OFF
Sensor9,ruim,361331,361343,0.0123987,twenty,Real-time OFF
Sensor9,ruim,361487,361498,0.0101598,twenty,Real-time OFF
Sensor9,ruim,361641,361652,0.0110619,twenty,Real-time OFF
Sensor9,ruim,361788,361.8,0.0114232,twenty,Real-time OFF
Sensor9,ruim,361942,361957,0.0144335,twenty,Real-time OFF
Sensor9,ruim,362106,362117,0.0108287,twenty,Real-time OFF
Sensor9,ruim,362263,362275,0.012549,twenty,Real-time OFF
Sensor9,ruim,362415,362425,0.00961266,twenty,Real-time OFF
Sensor9,ruim,362565,362577,0.0122946,twenty,Real-time OFF
Sensor9,ruim,362722,362738,0.0160525,twenty,Real-time OFF
Sensor9,ruim,362888,362902,0.0133723,twenty,Real-time OFF
Sensor9,ruim,363051,363063,0.0120952,twenty,Real-time OFF
Sensor9,ruim,363205,363218,0.012222,twenty,Real-time OFF
Sensor9,ruim,363.36,363373,0.01338,twenty,Real-time OFF
Sensor9,medio,363519,363532,0.0138074,twenty,Real-time OFF
Sensor9,medio,364288,364305,0.016799,twenty,Real-time OFF
Sensor9,medio,365052,365065,0.01322,twenty,Real-time OFF
Sensor9,medio,365807,365.82,0.0126898,twenty,Real-time OFF
Sensor9,medio,366568,366582,0.0136325,twenty,Real-time OFF
Sensor9,medio,367.33,367347,0.0166501,twenty,Real-time OFF
Sensor9,medio,368.1,368114,0.0130547,twenty,Real-time OFF
Sensor9,medio,368864,368879,0.015231,twenty,Real-time OFF
Sensor9,medio,369622,369637,0.0153046,twenty,Real-time OFF
Sensor9,ruim,370384,370.4,0.016236,twenty,Real-time OFF
Sensor9,medio,371163,371178,0.0146428,twenty,Real-time OFF
Sensor9,medio,371923,371936,0.0138017,twenty,Real-time OFF
Sensor9,medio,372698,372711,0.012778,twenty,Real-time OFF
Sensor9,medio,373452,373465,0.0125051,twenty,Real-time OFF
Sensor9,medio,374211,374224,0.0128873,twenty,Real-time OFF
Sensor9,ruim,374946,374959,0.012516,twenty,Real-time OFF
Sensor9,ruim,375107,375122,0.015096,twenty,Real-time OFF
Sensor9,medio,375267,375277,0.0102657,twenty,Real-time OFF
Sensor9,medio,376017,376027,0.0107001,twenty,Real-time OFF
Sensor9,medio,376762,376772,0.00942275,twenty,Real-time OFF
Sensor9,medio,377515,377525,0.0097118,twenty,Real-time OFF
Sensor9,medio,378262,378272,0.00995287,twenty,Real-time OFF
Sensor9,medio,379007,379017,0.0103818,twenty,Real-time OFF
Sensor9,medio,379.76,379769,0.00909495,twenty,Real-time OFF
Sensor9,medio,380516,380527,0.0110668,twenty,Real-time OFF
Sensor9,ruim,381277,381287,0.0102723,twenty,Real-time OFF
Sensor9,medio,382044,382055,0.0116898,twenty,Real-time OFF
Sensor9,medio,382791,382798,0.00721254,twenty,Real-time OFF
Sensor9,ruim,383.52,383531,0.0112581,twenty,Real-time OFF
Sensor9,ruim,384284,384293,0.00872773,twenty,Real-time OFF
Sensor9,ruim,384429,384441,0.0113723,twenty,Real-time OFF
Sensor9,ruim,384583,384592,0.00975649,twenty,Real-time OFF
Sensor9,ruim,384733,384745,0.012859,twenty,Real-time OFF
Sensor9,ruim,384896,384.91,0.0138022,twenty,Real-time OFF
Sensor9,ruim,385065,385078,0.0137378,twenty,Real-time OFF
Sensor9,ruim,385215,385228,0.0125068,twenty,Real-time OFF
Sensor9,ruim,385369,385381,0.0120884,twenty,Real-time OFF
Sensor9,ruim,385528,385543,0.0145577,twenty,Real-time OFF
Sensor9,ruim,385694,385708,0.0137397,twenty,Real-time OFF
Sensor9,ruim,385861,385872,0.0106441,twenty,Real-time OFF
Sensor9,ruim,386015,386027,0.0124356,twenty,Real-time OFF
Sensor9,ruim,386174,386188,0.0139379,twenty,Real-time OFF
Sensor9,ruim,386329,386342,0.0132382,twenty,Real-time OFF
Sensor9,ruim,386492,386505,0.0135256,twenty,Real-time OFF
Sensor9,ruim,386659,386671,0.012236,twenty,Real-time OFF
Sensor9,ruim,386812,386826,0.0138603,twenty,Real-time OFF
Sensor9,ruim,386969,386.98,0.0113365,twenty,Real-time OFF
Sensor9,medio,387125,387.14,0.0152746,twenty,Real-time OFF
Sensor9,medio,387906,387919,0.0127535,twenty,Real-time OFF
Sensor9,medio,388669,388684,0.0155316,twenty,Real-time OFF
Sensor9,ruim,389438,389454,0.0159618,twenty,Real-time OFF
Sensor9,ruim,390214,390231,0.0164299,twenty,Real-time OFF
Sensor9,ruim,390993,391005,0.0122329,twenty,Real-time OFF
Sensor9,ruim,391747,391764,0.0164381,twenty,Real-time OFF
Sensor9,ruim,392518,392533,0.0142876,twenty,Real-time OFF
Sensor9,ruim,393278,393292,0.0135713,twenty,Real-time OFF
Sensor9,ruim,394.04,394052,0.0121591,twenty,Real-time OFF
Sensor9,ruim,394801,394815,0.0143301,twenty,Real-time OFF
Sensor9,ruim,395561,395572,0.0116174,twenty,Real-time OFF
Sensor9,ruim,396304,396319,0.014626,twenty,Real-time OFF
Sensor9,ruim,397062,397072,0.0102189,twenty,Real-time OFF
Sensor9,ruim,397811,397825,0.0142448,twenty,Real-time OFF
Sensor9,ruim,398563,398574,0.010925,twenty,Real-time OFF
Sensor9,ruim,399.31,399325,0.014511,twenty,Real-time OFF
Sensor9,medio,400063,400075,0.0120188,twenty,Real-time OFF
Sensor9,medio,400799,400814,0.0148397,twenty,Real-time OFF
Sensor9,medio,401541,401551,0.0101182,twenty,Real-time OFF
Sensor9,medio,402.27,402284,0.0134452,twenty,Real-time OFF
Sensor9,medio,403.03,403041,0.0103363,twenty,Real-time OFF
Sensor9,medio,403762,403774,0.0126913,twenty,Real-time OFF
Sensor9,medio,404508,404.52,0.0118731,twenty,Real-time OFF
Sensor9,medio,405236,405249,0.0126839,twenty,Real-time OFF
Sensor9,medio,405.98,405991,0.0115736,twenty,Real-time OFF
Sensor9,medio,406711,406723,0.0122972,twenty,Real-time OFF
Sensor9,ruim,407455,407464,0.00987925,twenty,Real-time OFF
Sensor9,ruim,408215,408232,0.0167362,twenty,Real-time OFF
Sensor9,ruim,408971,408983,0.0117186,twenty,Real-time OFF
Sensor9,ruim,409717,409.73,0.0134943,twenty,Real-time OFF
Sensor9,ruim,410482,410495,0.0131216,twenty,Real-time OFF
Sensor9,ruim,411241,411252,0.0114307,twenty,Real-time OFF
Sensor9,ruim,411997,412.01,0.0135107,twenty,Real-time OFF
Sensor9,ruim,412767,412782,0.0155849,twenty,Real-time OFF
Sensor9,ruim,413523,413534,0.011138,twenty,Real-time OFF
Sensor9,medio,414279,414291,0.012055,twenty,Real-time OFF
Sensor9,medio,415006,415019,0.0132506,twenty,Real-time OFF
Sensor9,medio,415738,415749,0.0116888,twenty,Real-time OFF
Sensor9,medio,416466,416.48,0.0140958,twenty,Real-time OFF
Sensor9,medio,417224,417236,0.0119884,twenty,Real-time OFF
Sensor9,medio,417984,417996,0.0117873,twenty,Real-time OFF
Sensor9,medio,418753,418766,0.0124469,twenty,Real-time OFF
Sensor9,medio,419503,419515,0.0125788,twenty,Real-time OFF
Sensor9,medio,420261,420274,0.0130727,twenty,Real-time OFF
Sensor9,medio,421009,421023,0.0139531,twenty,Real-time OFF
Sensor9,medio,421773,421786,0.0133883,twenty,Real-time OFF
Sensor9,medio,422519,422532,0.0130132,twenty,Real-time OFF
Sensor9,medio,423269,423283,0.0134757,twenty,Real-time OFF
Sensor9,medio,424018,424032,0.0135715,twenty,Real-time OFF
Sensor9,medio,424791,424803,0.0124366,twenty,Real-time OFF
Sensor9,ruim,425561,425577,0.0168928,twenty,Real-time OFF
Sensor9,ruim,426345,426361,0.0161513,twenty,Real-time OFF
Sensor9,medio,427118,427.13,0.012474,twenty,Real-time OFF
Sensor9,ruim,427911,427924,0.0127262,twenty,Real-time OFF
Sensor9,ruim,428696,428709,0.0126618,twenty,Real-time OFF
Sensor9,ruim,429497,429.51,0.0121943,twenty,Real-time OFF
Sensor9,ruim,430291,430304,0.0125576,twenty,Real-time OFF
Sensor9,ruim,431082,431093,0.0114203,twenty,Real-time OFF
Sensor9,ruim,431851,431864,0.012602,twenty,Real-time OFF
Sensor9,ruim,432633,432646,0.0129864,twenty,Real-time OFF
Sensor9,medio,433391,433405,0.0130298,twenty,Real-time OFF
Sensor9,medio,434184,434198,0.0141111,twenty,Real-time OFF
Sensor9,medio,434986,434998,0.0123838,twenty,Real-time OFF
Sensor9,medio,435776,435.79,0.014123,twenty,Real-time OFF
Sensor9,medio,436565,436578,0.0133526,twenty,Real-time OFF
Sensor9,medio,437349,437362,0.012613,twenty,Real-time OFF
Sensor9,medio,438126,438139,0.012642,twenty,Real-time OFF
Sensor9,medio,438899,438913,0.0138462,twenty,Real-time OFF
Sensor9,medio,439679,439691,0.0129054,twenty,Real-time OFF
Sensor9,medio,440462,440475,0.0126183,twenty,Real-time OFF
Sensor9,medio,441243,441257,0.0143961,twenty,Real-time OFF
Sensor9,ruim,442034,442046,0.0124941,twenty,Real-time OFF
Sensor9,medio,442825,442838,0.0126082,twenty,Real-time OFF
Sensor9,ruim,443617,443.63,0.0126574,twenty,Real-time OFF
Sensor9,ruim,444404,444416,0.0124404,twenty,Real-time OFF
Sensor9,ruim,445194,445207,0.0130266,twenty,Real-time OFF
Sensor9,ruim,445984,445998,0.0138196,twenty,Real-time OFF
Sensor9,ruim,446749,446759,0.0102557,twenty,Real-time OFF
Sensor9,ruim,447509,447.52,0.0109514,twenty,Real-time OFF
Sensor9,medio,448275,448289,0.0134212,twenty,Real-time OFF
Sensor9,medio,449049,449062,0.0127483,twenty,Real-time OFF
Sensor9,medio,449822,449835,0.0126959,twenty,Real-time OFF
Sensor9,medio,450614,450626,0.0127285,twenty,Real-time OFF
Sensor9,medio,451385,451.4,0.0147079,twenty,Real-time OFF
Sensor9,medio,452162,452175,0.0134573,twenty,Real-time OFF
Sensor9,medio,452931,452945,0.0141456,twenty,Real-time OFF
Sensor9,medio,453694,453706,0.0114106,twenty,Real-time OFF
Sensor9,medio,454439,454454,0.0145332,twenty,Real-time OFF
Sensor9,medio,455203,455215,0.0124841,twenty,Real-time OFF
Sensor9,medio,455963,455976,0.0125627,twenty,Real-time OFF
Sensor9,medio,456722,456735,0.0122941,twenty,Real-time OFF
Sensor9,medio,457.49,457503,0.012595,twenty,Real-time OFF
Sensor9,medio,458.28,458297,0.0174228,twenty,Real-time OFF
Sensor9,medio,459136,459.15,0.0142517,twenty,Real-time OFF
Sensor9,medio,459918,459937,0.0186607,twenty,Real-time OFF
Sensor9,medio,460736,460752,0.0163771,twenty,Real-time OFF
Sensor9,medio,461508,461519,0.0116511,twenty,Real-time OFF
Sensor9,medio,462277,462288,0.0115275,twenty,Real-time OFF
Sensor9,medio,463016,463028,0.0114458,twenty,Real-time OFF
Sensor9,medio,463773,463785,0.0120789,twenty,Real-time OFF
Sensor9,medio,464517,464529,0.0124343,twenty,Real-time OFF
Sensor9,medio,465275,465288,0.0128416,twenty,Real-time OFF
Sensor9,medio,466008,466.02,0.0119237,twenty,Real-time OFF
Sensor9,medio,466761,466773,0.011998,twenty,Real-time OFF
Sensor9,medio,467519,467532,0.0124563,twenty,Real-time OFF
Sensor9,medio,468276,468288,0.0118593,twenty,Real-time OFF
Sensor9,medio,469034,469046,0.0124176,twenty,Real-time OFF
Sensor9,medio,469792,469804,0.0115289,twenty,Real-time OFF
Sensor9,medio,470532,470543,0.0114163,twenty,Real-time OFF
Sensor9,medio,471292,471304,0.0120142,twenty,Real-time OFF
Sensor9,medio,472022,472036,0.0136347,twenty,Real-time OFF
Sensor9,medio,472782,472792,0.0104608,twenty,Real-time OFF
Sensor9,medio,473529,473543,0.0134627,twenty,Real-time OFF
Sensor9,medio,474292,474303,0.0119137,twenty,Real-time OFF
Sensor9,medio,475036,475049,0.012885,twenty,Real-time OFF
Sensor9,medio,475793,475804,0.0109622,twenty,Real-time OFF
Sensor9,medio,476542,476555,0.0128678,twenty,Real-time OFF
Sensor9,medio,477306,477318,0.0117611,twenty,Real-time OFF
Sensor9,medio,478032,478045,0.0130044,twenty,Real-time OFF
Sensor9,medio,478765,478776,0.0111855,twenty,Real-time OFF
Sensor9,medio,479493,479504,0.0112645,twenty,Real-time OFF
Sensor9,medio,480236,480247,0.011591,twenty,Real-time OFF
Sensor9,medio,480966,480979,0.0136839,twenty,Real-time OFF
Sensor9,medio,481686,481698,0.0118953,twenty,Real-time OFF
Sensor9,medio,482415,482427,0.0117827,twenty,Real-time OFF
Sensor9,medio,483153,483164,0.0115173,twenty,Real-time OFF
Sensor9,medio,483881,483893,0.0114167,twenty,Real-time OFF
Sensor9,medio,484623,484633,0.0103297,twenty,Real-time OFF
Sensor9,medio,485363,485375,0.0114516,twenty,Real-time OFF
Sensor9,medio,486095,486105,0.00926743,twenty,Real-time OFF
Sensor9,medio,486816,486827,0.0111138,twenty,Real-time OFF
Sensor9,medio,487.55,487559,0.00923224,twenty,Real-time OFF
Sensor9,medio,488271,488283,0.0118299,twenty,Real-time OFF
Sensor9,medio,489001,489009,0.00861038,twenty,Real-time OFF
Sensor9,medio,489723,489735,0.0124915,twenty,Real-time OFF
Sensor9,medio,490461,490.47,0.00930067,twenty,Real-time OFF
Sensor9,medio,491218,491231,0.0136122,twenty,Real-time OFF
Sensor9,medio,491975,491984,0.00938692,twenty,Real-time OFF
Sensor9,medio,492717,492732,0.0155024,twenty,Real-time OFF
Sensor9,medio,493466,493476,0.00970169,twenty,Real-time OFF
Sensor9,medio,494198,494214,0.0156829,twenty,Real-time OFF
Sensor9,medio,494949,494.96,0.011005,twenty,Real-time OFF
Sensor9,medio,495691,495704,0.012737,twenty,Real-time OFF
Sensor9,medio,496434,496444,0.00921335,twenty,Real-time OFF
Sensor9,medio,497192,497208,0.0155533,twenty,Real-time OFF
Sensor9,medio,497943,497952,0.00893046,twenty,Real-time OFF
Sensor9,medio,498695,498.71,0.0149656,twenty,Real-time OFF
Sensor9,medio,499443,499452,0.00861087,twenty,Real-time OFF
Sensor9,medio,500.18,500192,0.0129395,twenty,Real-time OFF
Sensor9,medio,500933,500942,0.0095788,twenty,Real-time OFF
Sensor9,medio,501.68,501694,0.0145691,twenty,Real-time OFF
Sensor9,medio,502432,502442,0.00989496,twenty,Real-time OFF
Sensor9,medio,503186,503197,0.0109641,twenty,Real-time OFF
Sensor9,medio,503942,503956,0.0134161,twenty,Real-time OFF
Sensor9,ruim,504714,504728,0.0140713,twenty,Real-time OFF
Sensor9,ruim,505.47,505482,0.0123368,twenty,Real-time OFF
Sensor9,ruim,506.24,506254,0.0137497,twenty,Real-time OFF
Sensor9,ruim,507005,507019,0.0133866,twenty,Real-time OFF
Sensor9,ruim,507802,507815,0.0125088,twenty,Real-time OFF
Sensor9,medio,508547,508.56,0.012548,twenty,Real-time OFF
Sensor9,medio,509306,509318,0.0123195,twenty,Real-time OFF
Sensor9,medio,510026,510037,0.0106482,twenty,Real-time OFF
Sensor9,medio,510775,510787,0.0118778,twenty,Real-time OFF
Sensor9,medio,511503,511514,0.0111319,twenty,Real-time OFF
Sensor9,medio,512247,512258,0.0112247,twenty,Real-time OFF
Sensor9,medio,512977,512989,0.0122661,twenty,Real-time OFF
Sensor9,medio,513725,513737,0.0119224,twenty,Real-time OFF
Sensor9,medio,514446,514459,0.0126446,twenty,Real-time OFF
Sensor9,medio,515185,515197,0.0123636,twenty,Real-time OFF
Sensor9,medio,515929,515942,0.0131406,twenty,Real-time OFF
Sensor9,medio,516693,516704,0.0103888,twenty,Real-time OFF
Sensor9,medio,517441,517454,0.0138905,twenty,Real-time OFF
Sensor9,ruim,518213,518225,0.0123709,twenty,Real-time OFF
Sensor9,ruim,518985,518998,0.0127101,twenty,Real-time OFF
Sensor9,ruim,519764,519777,0.0126345,twenty,Real-time OFF
Sensor9,ruim,520516,520529,0.012449,twenty,Real-time OFF
Sensor9,ruim,521283,521297,0.0141026,twenty,Real-time OFF
Sensor9,ruim,522029,522044,0.0154465,twenty,Real-time OFF
Sensor9,ruim,522805,522816,0.0118025,twenty,Real-time OFF
Sensor9,ruim,523547,523562,0.0152085,twenty,Real-time OFF
Sensor9,ruim,524319,524333,0.013273,twenty,Real-time OFF
Sensor9,ruim,525069,525.08,0.0116387,twenty,Real-time OFF
Sensor9,ruim,525851,525863,0.0119144,twenty,Real-time OFF
Sensor9,ruim,526604,526.62,0.016128,twenty,Real-time OFF
Sensor9,medio,527389,527402,0.0134109,twenty,Real-time OFF
Sensor9,medio,528136,528151,0.0151163,twenty,Real-time OFF
Sensor9,medio,528915,528925,0.0108589,twenty,Real-time OFF
Sensor9,medio,529664,529.68,0.0155195,twenty,Real-time OFF
Sensor9,medio,530439,530451,0.0112352,twenty,Real-time OFF
Sensor9,medio,531189,531203,0.0139703,twenty,Real-time OFF
Sensor9,medio,531952,531965,0.0127874,twenty,Real-time OFF
Sensor9,medio,532699,532713,0.0135475,twenty,Real-time OFF
Sensor9,ruim,533451,533462,0.011326,twenty,Real-time OFF
Sensor9,ruim,533606,533618,0.0114081,twenty,Real-time OFF
Sensor9,ruim,533755,533768,0.0125364,twenty,Real-time OFF
Sensor9,ruim,533909,533921,0.0122592,twenty,Real-time OFF
Sensor9,ruim,534068,534077,0.00893802,twenty,Real-time OFF
Sensor9,ruim,534211,534224,0.0132185,twenty,Real-time OFF
Sensor9,ruim,534.37,534.38,0.00960459,twenty,Real-time OFF
Sensor9,ruim,534518,534527,0.008837,twenty,Real-time OFF
Sensor9,ruim,534669,534683,0.0143023,twenty,Real-time OFF
Sensor9,ruim,534829,534.84,0.0116622,twenty,Real-time OFF
Sensor9,ruim,534978,534989,0.0110111,twenty,Real-time OFF
Sensor9,ruim,535133,535145,0.0119396,twenty,Real-time OFF
Sensor9,ruim,535281,535293,0.0118037,twenty,Real-time OFF
Sensor9,ruim,535425,535437,0.0117531,twenty,Real-time OFF
Sensor9,ruim,535578,535587,0.00960554,twenty,Real-time OFF
Sensor9,ruim,535724,535735,0.0113092,twenty,Real-time OFF
Sensor9,ruim,535878,535889,0.0105264,twenty,Real-time OFF
Sensor9,ruim,536.03,536.04,0.0108335,twenty,Real-time OFF
Sensor9,medio,536183,536195,0.0122721,twenty,Real-time OFF
Sensor9,medio,536933,536944,0.0117909,twenty,Real-time OFF
Sensor9,medio,537689,537702,0.0134717,twenty,Real-time OFF
Sensor9,medio,538.45,538463,0.0130539,twenty,Real-time OFF
Sensor9,medio,539206,539221,0.0151983,twenty,Real-time OFF
Sensor9,medio,539962,539974,0.0117317,twenty,Real-time OFF
Sensor9,medio,540716,540.73,0.0136514,twenty,Real-time OFF
Sensor9,medio,541484,541495,0.0101763,twenty,Real-time OFF
Sensor9,medio,542248,542262,0.0140121,twenty,Real-time OFF
Sensor9,medio,542999,543011,0.0127344,twenty,Real-time OFF
Sensor9,medio,543758,543771,0.0132929,twenty,Real-time OFF
Sensor9,medio,544538,544554,0.0158428,twenty,Real-time OFF
Sensor9,medio,545324,545337,0.0129618,twenty,Real-time OFF
Sensor9,medio,546115,546128,0.0130182,twenty,Real-time OFF
Sensor9,medio,546.89,546907,0.0167528,twenty,Real-time OFF
Sensor9,medio,547671,547685,0.0137941,twenty,Real-time OFF
Sensor9,medio,548448,548.46,0.0127178,twenty,Real-time OFF
Sensor9,medio,549214,549.23,0.0154094,twenty,Real-time OFF
Sensor9,ruim,549989,550003,0.0134559,twenty,Real-time OFF
Sensor9,ruim,550779,550794,0.0151742,twenty,Real-time OFF
Sensor9,ruim,551551,551568,0.0164547,twenty,Real-time OFF
Sensor9,ruim,552355,552.37,0.0153244,twenty,Real-time OFF
Sensor9,ruim,553135,553.15,0.0148047,twenty,Real-time OFF
Sensor9,ruim,553912,553923,0.0109197,twenty,Real-time OFF
Sensor9,ruim,554678,554.69,0.0124123,twenty,Real-time OFF
Sensor10,medio,65.5083,65.5902,0.0819061,twenty,Real-time OFF
Sensor10,medio,66.5107,66.5862,0.0755258,twenty,Real-time OFF
Sensor10,medio,67.5094,67.5914,0.082017,twenty,Real-time OFF
Sensor10,medio,68.5087,68589,0.0803376,twenty,Real-time OFF
Sensor10,medio,69.5231,69.6038,0.0807366,twenty,Real-time OFF
Sensor10,medio,70.5522,70.6345,0.082353,twenty,Real-time OFF
Sensor10,medio,71.5099,71.5901,0.0801543,twenty,Real-time OFF
Sensor10,medio,72.0064,72.0886,0.0821937,twenty,Real-time OFF
Sensor10,ruim,72.5085,72.5877,0.0792261,twenty,Real-time OFF
Sensor10,medio,73.0075,73.0864,0.0789253,twenty,Real-time OFF
Sensor10,medio,73.5082,73.5868,0.0786019,twenty,Real-time OFF
Sensor10,medio,74.0112,74.0921,0.0809115,twenty,Real-time OFF
Sensor10,bom,74.5079,74.5886,0.0807807,twenty,Real-time OFF
Sensor10,bom,75508,75.5905,0.0825601,twenty,Real-time OFF
Sensor10,bom,76.5092,76.5909,0.0816972,twenty,Real-time OFF
Sensor10,bom,77515,77.5954,0.0804379,twenty,Real-time OFF
Sensor10,bom,78.5136,78593,0.0794091,twenty,Real-time OFF
Sensor10,bom,79.5256,79.6067,0.0811019,twenty,Real-time OFF
Sensor10,bom,80.5416,80629,0.0874252,twenty,Real-time OFF
Sensor10,bom,81.6197,81.6886,0.0689647,twenty,Real-time OFF
Sensor10,bom,82.5156,82.5956,0.0799668,twenty,Real-time OFF
Sensor10,bom,83.5112,83.5949,0.0836608,twenty,Real-time OFF
Sensor10,bom,84.5135,84.5951,0.0816022,twenty,Real-time OFF
Sensor10,bom,85.5348,85.6108,0.0759684,twenty,Real-time OFF
Sensor10,bom,86.5195,86.5966,0.0770952,twenty,Real-time OFF
Sensor10,bom,87.5419,87.6266,0.0846899,twenty,Real-time OFF
